start in seconds	start hh:mm:ss.ms	annotations
0.0	00:00:00.0	0.06021
0.2	00:00:00.200	0.02519
0.4	00:00:00.400	0.01654
0.6	00:00:00.600	0.01617
0.8	00:00:00.800	0.01553
1.0	00:00:01.0	0.01581
1.2	00:00:01.200	0.01576
1.4	00:00:01.400	0.01605
1.6	00:00:01.600	0.01823
1.8	00:00:01.800	0.01961
2.0	00:00:02.0	0.01682
2.2	00:00:02.200	0.01294
2.4	00:00:02.400	0.00829
2.6	00:00:02.600	0.01031
2.8	00:00:02.800	0.04719
3.0	00:00:03.0	0.04927
3.2	00:00:03.200	0.07099
3.4	00:00:03.400	0.07304
3.6	00:00:03.600	0.06919
3.8	00:00:03.800	0.07245
4.0	00:00:04.0	0.07657
4.2	00:00:04.200	0.07252
4.4	00:00:04.400	0.08966
4.6	00:00:04.600	0.08408
4.8	00:00:04.800	0.08549
5.0	00:00:05.0	0.08485
5.2	00:00:05.200	0.09099
5.4	00:00:05.400	0.10607
5.6	00:00:05.600	0.08889
5.8	00:00:05.800	0.07965
6.0	00:00:06.0	0.07891
6.2	00:00:06.200	0.08153
6.4	00:00:06.400	0.07032
6.6	00:00:06.600	0.05012
6.8	00:00:06.800	0.02001
7.0	00:00:07.0	0.02338
7.2	00:00:07.200	0.00927
7.4	00:00:07.400	0.00896
7.6	00:00:07.600	0.00857
7.8	00:00:07.800	0.00851
8.0	00:00:08.0	0.0085
8.2	00:00:08.200	0.00676
8.4	00:00:08.400	0.0054
8.6	00:00:08.600	0.00268
8.8	00:00:08.800	0.00379
9.0	00:00:09.0	0.00921
9.2	00:00:09.200	0.016
9.4	00:00:09.400	0.00517
9.6	00:00:09.600	0.00489
9.8	00:00:09.800	0.01266
10.0	00:00:10.0	0.0064
10.2	00:00:10.200	0.00599
10.4	00:00:10.400	0.00377
10.6	00:00:10.600	0.02039
10.8	00:00:10.800	0.00567
11.0	00:00:11.0	0.0068
11.2	00:00:11.200	0.00356
11.4	00:00:11.400	0.0013
11.6	00:00:11.600	0.001
11.8	00:00:11.800	0.00348
12.0	00:00:12.0	0.00588
12.2	00:00:12.200	0.00534
12.4	00:00:12.400	0.02566
12.6	00:00:12.600	0.00672
12.8	00:00:12.800	0.00957
13.0	00:00:13.0	0.07122
13.2	00:00:13.200	0.38629
13.4	00:00:13.400	0.0042
13.6	00:00:13.600	0.03363
13.8	00:00:13.800	0.05467
14.0	00:00:14.0	0.00458
14.2	00:00:14.200	0.0049
14.4	00:00:14.400	0.01647
14.6	00:00:14.600	0.00847
14.8	00:00:14.800	0.00943
15.0	00:00:15.0	0.01312
15.2	00:00:15.200	0.00241
15.4	00:00:15.400	0.01033
15.6	00:00:15.600	0.00723
15.8	00:00:15.800	0.00728
16.0	00:00:16.0	0.02467
16.2	00:00:16.200	0.01901
16.4	00:00:16.400	0.00967
16.6	00:00:16.600	0.00648
16.8	00:00:16.800	0.00434
17.0	00:00:17.0	0.00428
17.2	00:00:17.200	0.00513
17.4	00:00:17.400	0.00511
17.6	00:00:17.600	0.00639
17.8	00:00:17.800	0.00604
18.0	00:00:18.0	0.00556
18.2	00:00:18.200	0.00607
18.4	00:00:18.400	0.0075
18.6	00:00:18.600	0.00771
18.8	00:00:18.800	0.00635
19.0	00:00:19.0	0.00642
19.2	00:00:19.200	0.00544
19.4	00:00:19.400	0.00556
19.6	00:00:19.600	0.00558
19.8	00:00:19.800	0.00647
20.0	00:00:20.0	0.00518
20.2	00:00:20.200	0.00452
20.4	00:00:20.400	0.00505
20.6	00:00:20.600	0.00515
20.8	00:00:20.800	0.00503
21.0	00:00:21.0	0.00436
21.2	00:00:21.200	0.00473
21.4	00:00:21.400	0.00484
21.6	00:00:21.600	0.00481
21.8	00:00:21.800	0.00516
22.0	00:00:22.0	0.00509
22.2	00:00:22.200	0.00511
22.4	00:00:22.400	0.00307
22.6	00:00:22.600	0.00314
22.8	00:00:22.800	0.00367
23.0	00:00:23.0	0.00384
23.2	00:00:23.200	0.00377
23.4	00:00:23.400	0.0038
23.6	00:00:23.600	0.00369
23.8	00:00:23.800	0.00378
24.0	00:00:24.0	0.00386
24.2	00:00:24.200	0.00337
24.4	00:00:24.400	0.0038
24.6	00:00:24.600	0.00361
24.8	00:00:24.800	0.00353
25.0	00:00:25.0	0.00363
25.2	00:00:25.200	0.00367
25.4	00:00:25.400	0.00391
25.6	00:00:25.600	0.00373
25.8	00:00:25.800	0.0034
26.0	00:00:26.0	0.0032
26.2	00:00:26.200	0.00304
26.4	00:00:26.400	0.00333
26.6	00:00:26.600	0.00359
26.8	00:00:26.800	0.0037
27.0	00:00:27.0	0.00362
27.2	00:00:27.200	0.0037
27.4	00:00:27.400	0.00383
27.6	00:00:27.600	0.00371
27.8	00:00:27.800	0.00332
28.0	00:00:28.0	0.00366
28.2	00:00:28.200	0.0035
28.4	00:00:28.400	0.00339
28.6	00:00:28.600	0.00373
28.8	00:00:28.800	0.00406
29.0	00:00:29.0	0.00407
29.2	00:00:29.200	0.00383
29.4	00:00:29.400	0.00318
29.6	00:00:29.600	0.00244
29.8	00:00:29.800	0.00268
30.0	00:00:30.0	0.00356
30.2	00:00:30.200	0.00487
30.4	00:00:30.400	0.00597
30.6	00:00:30.600	0.00511
30.8	00:00:30.800	0.00517
31.0	00:00:31.0	0.00324
31.2	00:00:31.200	0.00704
31.4	00:00:31.400	0.00617
31.6	00:00:31.600	0.00442
31.8	00:00:31.800	0.00448
32.0	00:00:32.0	0.00454
32.2	00:00:32.200	0.00407
32.4	00:00:32.400	0.0045
32.6	00:00:32.600	0.00669
32.8	00:00:32.800	0.00445
33.0	00:00:33.0	0.00355
33.2	00:00:33.200	0.00425
33.4	00:00:33.400	0.00433
33.6	00:00:33.600	0.00587
33.8	00:00:33.800	0.00431
34.0	00:00:34.0	0.00712
34.2	00:00:34.200	0.00224
34.4	00:00:34.400	0.00409
34.6	00:00:34.600	0.00372
34.8	00:00:34.800	0.00296
35.0	00:00:35.0	0.0095
35.2	00:00:35.200	0.00905
35.4	00:00:35.400	0.0052
35.6	00:00:35.600	0.01061
35.8	00:00:35.800	0.01301
36.0	00:00:36.0	0.00885
36.2	00:00:36.200	0.01878
36.4	00:00:36.400	0.01498
36.6	00:00:36.600	0.01396
36.8	00:00:36.800	0.17454
37.0	00:00:37.0	0.62938
37.2	00:00:37.200	0.42767
37.4	00:00:37.400	0.44839
37.6	00:00:37.600	0.11249
37.8	00:00:37.800	0.34481
38.0	00:00:38.0	0.04985
38.2	00:00:38.200	0.02047
38.4	00:00:38.400	0.08192
38.6	00:00:38.600	0.16365
38.8	00:00:38.800	0.25939
39.0	00:00:39.0	0.02698
39.2	00:00:39.200	0.25257
39.4	00:00:39.400	0.03528
39.6	00:00:39.600	0.0783
39.8	00:00:39.800	0.02946
40.0	00:00:40.0	0.0264
40.2	00:00:40.200	0.01025
40.4	00:00:40.400	0.00693
40.6	00:00:40.600	0.00572
40.8	00:00:40.800	0.02115
41.0	00:00:41.0	0.0173
41.2	00:00:41.200	0.01733
41.4	00:00:41.400	0.01156
41.6	00:00:41.600	0.00583
41.8	00:00:41.800	0.01859
42.0	00:00:42.0	0.03051
42.2	00:00:42.200	0.01846
42.4	00:00:42.400	0.00213
42.6	00:00:42.600	0.00837
42.8	00:00:42.800	0.00704
43.0	00:00:43.0	0.00256
43.2	00:00:43.200	0.00329
43.4	00:00:43.400	0.003
43.6	00:00:43.600	0.00558
43.8	00:00:43.800	0.01186
44.0	00:00:44.0	0.06617
44.2	00:00:44.200	0.06482
44.4	00:00:44.400	0.05767
44.6	00:00:44.600	0.04459
44.8	00:00:44.800	0.04471
45.0	00:00:45.0	0.04951
45.2	00:00:45.200	0.05382
45.4	00:00:45.400	0.0475
45.6	00:00:45.600	0.04031
45.8	00:00:45.800	0.03893
46.0	00:00:46.0	0.03853
46.2	00:00:46.200	0.04491
46.4	00:00:46.400	0.04468
46.6	00:00:46.600	0.04036
46.8	00:00:46.800	0.04596
47.0	00:00:47.0	0.05073
47.2	00:00:47.200	0.05411
47.4	00:00:47.400	0.06611
47.6	00:00:47.600	0.07869
47.8	00:00:47.800	0.08357
48.0	00:00:48.0	0.08626
48.2	00:00:48.200	0.07305
48.4	00:00:48.400	0.06595
48.6	00:00:48.600	0.06777
48.8	00:00:48.800	0.06017
49.0	00:00:49.0	0.05509
49.2	00:00:49.200	0.05548
49.4	00:00:49.400	0.05764
49.6	00:00:49.600	0.0547
49.8	00:00:49.800	0.05364
50.0	00:00:50.0	0.05623
50.2	00:00:50.200	0.06296
50.4	00:00:50.400	0.05678
50.6	00:00:50.600	0.05306
50.8	00:00:50.800	0.04914
51.0	00:00:51.0	0.05328
51.2	00:00:51.200	0.05349
51.4	00:00:51.400	0.05535
51.6	00:00:51.600	0.05633
51.8	00:00:51.800	0.06176
52.0	00:00:52.0	0.06012
52.2	00:00:52.200	0.06284
52.4	00:00:52.400	0.06483
52.6	00:00:52.600	0.05929
52.8	00:00:52.800	0.06076
53.0	00:00:53.0	0.07155
53.2	00:00:53.200	0.06308
53.4	00:00:53.400	0.06587
53.6	00:00:53.600	0.06225
53.8	00:00:53.800	0.05808
54.0	00:00:54.0	0.04911
54.2	00:00:54.200	0.04743
54.4	00:00:54.400	0.05161
54.6	00:00:54.600	0.05451
54.8	00:00:54.800	0.05732
55.0	00:00:55.0	0.06021
55.2	00:00:55.200	0.06407
55.4	00:00:55.400	0.05562
55.6	00:00:55.600	0.06023
55.8	00:00:55.800	0.05818
56.0	00:00:56.0	0.06143
56.2	00:00:56.200	0.05765
56.4	00:00:56.400	0.05605
56.6	00:00:56.600	0.05917
56.8	00:00:56.800	0.05477
57.0	00:00:57.0	0.05428
57.2	00:00:57.200	0.05482
57.4	00:00:57.400	0.05564
57.6	00:00:57.600	0.05735
57.8	00:00:57.800	0.05631
58.0	00:00:58.0	0.05787
58.2	00:00:58.200	0.05641
58.4	00:00:58.400	0.05597
58.6	00:00:58.600	0.06011
58.8	00:00:58.800	0.05971
59.0	00:00:59.0	0.06673
59.2	00:00:59.200	0.06739
59.4	00:00:59.400	0.06415
59.6	00:00:59.600	0.0725
59.8	00:00:59.800	0.06874
60.0	00:01:00.0	0.06879
60.2	00:01:00.200	0.06666
60.4	00:01:00.400	0.05697
60.6	00:01:00.600	0.05829
60.8	00:01:00.800	0.05876
61.0	00:01:01.0	0.05968
61.2	00:01:01.200	0.05978
61.4	00:01:01.400	0.06446
61.6	00:01:01.600	0.06289
61.8	00:01:01.800	0.06052
62.0	00:01:02.0	0.06096
62.2	00:01:02.200	0.05292
62.4	00:01:02.400	0.05569
62.6	00:01:02.600	0.06344
62.8	00:01:02.800	0.06405
63.0	00:01:03.0	0.06083
63.2	00:01:03.200	0.06226
63.4	00:01:03.400	0.0623
63.6	00:01:03.600	0.06377
63.8	00:01:03.800	0.0602
64.0	00:01:04.0	0.05256
64.2	00:01:04.200	0.05681
64.4	00:01:04.400	0.05932
64.6	00:01:04.600	0.06005
64.8	00:01:04.800	0.06774
65.0	00:01:05.0	0.06411
65.2	00:01:05.200	0.06492
65.4	00:01:05.400	0.06491
65.6	00:01:05.600	0.05522
65.8	00:01:05.800	0.0576
66.0	00:01:06.0	0.05828
66.2	00:01:06.200	0.06436
66.4	00:01:06.400	0.06373
66.6	00:01:06.600	0.07075
66.8	00:01:06.800	0.06601
67.0	00:01:07.0	0.06676
67.2	00:01:07.200	0.06686
67.4	00:01:07.400	0.06921
67.6	00:01:07.600	0.06432
67.8	00:01:07.800	0.06693
68.0	00:01:08.0	0.05751
68.2	00:01:08.200	0.05848
68.4	00:01:08.400	0.06531
68.6	00:01:08.600	0.06406
68.8	00:01:08.800	0.06665
69.0	00:01:09.0	0.06759
69.2	00:01:09.200	0.06673
69.4	00:01:09.400	0.06502
69.6	00:01:09.600	0.066
69.8	00:01:09.800	0.06532
70.0	00:01:10.0	0.05764
70.2	00:01:10.200	0.05847
70.4	00:01:10.400	0.06216
70.6	00:01:10.600	0.07589
70.8	00:01:10.800	0.07597
71.0	00:01:11.0	0.07724
71.2	00:01:11.200	0.07899
71.4	00:01:11.400	0.07872
71.6	00:01:11.600	0.06818
71.8	00:01:11.800	0.06914
72.0	00:01:12.0	0.07049
72.2	00:01:12.200	0.07201
72.4	00:01:12.400	0.07501
72.6	00:01:12.600	0.06956
72.8	00:01:12.800	0.0699
73.0	00:01:13.0	0.06211
73.2	00:01:13.200	0.06545
73.4	00:01:13.400	0.06607
73.6	00:01:13.600	0.06436
73.8	00:01:13.800	0.06697
74.0	00:01:14.0	0.06889
74.2	00:01:14.200	0.06604
74.4	00:01:14.400	0.07062
74.6	00:01:14.600	0.06064
74.8	00:01:14.800	0.06225
75.0	00:01:15.0	0.06309
75.2	00:01:15.200	0.06329
75.4	00:01:15.400	0.06191
75.6	00:01:15.600	0.06277
75.8	00:01:15.800	0.06084
76.0	00:01:16.0	0.07483
76.2	00:01:16.200	0.08247
76.4	00:01:16.400	0.08012
76.6	00:01:16.600	0.07981
76.8	00:01:16.800	0.08405
77.0	00:01:17.0	0.08661
77.2	00:01:17.200	0.00058
77.4	00:01:17.400	0.00046
77.6	00:01:17.600	0.00064
77.8	00:01:17.800	0.00052
78.0	00:01:18.0	0.0005
78.2	00:01:18.200	0.0003
78.4	00:01:18.400	0.0003
78.6	00:01:18.600	0.00025
78.8	00:01:18.800	0.00024
79.0	00:01:19.0	0.00024
79.2	00:01:19.200	0.00035
79.4	00:01:19.400	0.00034
79.6	00:01:19.600	0.00046
79.8	00:01:19.800	0.0005
80.0	00:01:20.0	0.02857
80.2	00:01:20.200	0.02549
80.4	00:01:20.400	0.03236
80.6	00:01:20.600	0.0264
80.8	00:01:20.800	0.03447
81.0	00:01:21.0	0.03165
81.2	00:01:21.200	0.03233
81.4	00:01:21.400	0.03596
81.6	00:01:21.600	0.0351
81.8	00:01:21.800	0.02516
82.0	00:01:22.0	0.03715
82.2	00:01:22.200	0.02695
82.4	00:01:22.400	0.03162
82.6	00:01:22.600	0.02484
82.8	00:01:22.800	0.02486
83.0	00:01:23.0	0.00078
83.2	00:01:23.200	0.00032
83.4	00:01:23.400	0.00025
83.6	00:01:23.600	0.00026
83.8	00:01:23.800	0.00057
84.0	00:01:24.0	0.00026
84.2	00:01:24.200	0.00025
84.4	00:01:24.400	0.00055
84.6	00:01:24.600	0.00088
84.8	00:01:24.800	0.00027
85.0	00:01:25.0	0.00016
85.2	00:01:25.200	0.0001
85.4	00:01:25.400	0.02616
85.6	00:01:25.600	0.03624
85.8	00:01:25.800	0.05453
86.0	00:01:26.0	0.02472
86.2	00:01:26.200	0.04157
86.4	00:01:26.400	0.03415
86.6	00:01:26.600	0.02329
86.8	00:01:26.800	0.01682
87.0	00:01:27.0	0.02469
87.2	00:01:27.200	0.03563
87.4	00:01:27.400	0.02537
87.6	00:01:27.600	0.02714
87.8	00:01:27.800	0.03083
88.0	00:01:28.0	0.01014
88.2	00:01:28.200	0.05413
88.4	00:01:28.400	0.03365
88.6	00:01:28.600	0.0238
88.8	00:01:28.800	0.01307
89.0	00:01:29.0	0.00294
89.2	00:01:29.200	0.01278
89.4	00:01:29.400	0.0183
89.6	00:01:29.600	0.00303
89.8	00:01:29.800	0.00109
90.0	00:01:30.0	0.00631
